gvkey,splticrm,datadate,conm,tic,cusip
001722,A,31/05/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2011,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,29/02/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/03/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/04/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/05/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2012,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,28/02/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/03/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/04/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/05/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2013,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,28/02/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/03/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/04/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/05/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2014,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,28/02/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/03/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/04/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/05/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2015,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,29/02/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/03/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/04/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/05/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/06/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/07/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/08/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/09/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/10/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,30/11/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/12/2016,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001722,A,31/01/2017,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
001878,,31/01/2010,AUTODESK INC,ADSK,052769106
001878,,28/02/2010,AUTODESK INC,ADSK,052769106
001878,,31/03/2010,AUTODESK INC,ADSK,052769106
001878,,30/04/2010,AUTODESK INC,ADSK,052769106
001878,,31/05/2010,AUTODESK INC,ADSK,052769106
001878,,30/06/2010,AUTODESK INC,ADSK,052769106
001878,,31/07/2010,AUTODESK INC,ADSK,052769106
001878,,31/08/2010,AUTODESK INC,ADSK,052769106
001878,,30/09/2010,AUTODESK INC,ADSK,052769106
001878,,31/10/2010,AUTODESK INC,ADSK,052769106
001878,,30/11/2010,AUTODESK INC,ADSK,052769106
001878,,31/12/2010,AUTODESK INC,ADSK,052769106
001878,,31/01/2011,AUTODESK INC,ADSK,052769106
001878,,28/02/2011,AUTODESK INC,ADSK,052769106
001878,,31/03/2011,AUTODESK INC,ADSK,052769106
001878,,30/04/2011,AUTODESK INC,ADSK,052769106
001878,,31/05/2011,AUTODESK INC,ADSK,052769106
001878,,30/06/2011,AUTODESK INC,ADSK,052769106
001878,,31/07/2011,AUTODESK INC,ADSK,052769106
001878,,31/08/2011,AUTODESK INC,ADSK,052769106
001878,,30/09/2011,AUTODESK INC,ADSK,052769106
001878,,31/10/2011,AUTODESK INC,ADSK,052769106
001878,,30/11/2011,AUTODESK INC,ADSK,052769106
001878,,31/12/2011,AUTODESK INC,ADSK,052769106
001878,,31/01/2012,AUTODESK INC,ADSK,052769106
001878,,29/02/2012,AUTODESK INC,ADSK,052769106
001878,,31/03/2012,AUTODESK INC,ADSK,052769106
001878,,30/04/2012,AUTODESK INC,ADSK,052769106
001878,,31/05/2012,AUTODESK INC,ADSK,052769106
001878,,30/06/2012,AUTODESK INC,ADSK,052769106
001878,,31/07/2012,AUTODESK INC,ADSK,052769106
001878,,31/08/2012,AUTODESK INC,ADSK,052769106
001878,,30/09/2012,AUTODESK INC,ADSK,052769106
001878,,31/10/2012,AUTODESK INC,ADSK,052769106
001878,,30/11/2012,AUTODESK INC,ADSK,052769106
001878,BBB,31/12/2012,AUTODESK INC,ADSK,052769106
001878,BBB,31/01/2013,AUTODESK INC,ADSK,052769106
001878,BBB,28/02/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/03/2013,AUTODESK INC,ADSK,052769106
001878,BBB,30/04/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/05/2013,AUTODESK INC,ADSK,052769106
001878,BBB,30/06/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/07/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/08/2013,AUTODESK INC,ADSK,052769106
001878,BBB,30/09/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/10/2013,AUTODESK INC,ADSK,052769106
001878,BBB,30/11/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/12/2013,AUTODESK INC,ADSK,052769106
001878,BBB,31/01/2014,AUTODESK INC,ADSK,052769106
001878,BBB,28/02/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/03/2014,AUTODESK INC,ADSK,052769106
001878,BBB,30/04/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/05/2014,AUTODESK INC,ADSK,052769106
001878,BBB,30/06/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/07/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/08/2014,AUTODESK INC,ADSK,052769106
001878,BBB,30/09/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/10/2014,AUTODESK INC,ADSK,052769106
001878,BBB,30/11/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/12/2014,AUTODESK INC,ADSK,052769106
001878,BBB,31/01/2015,AUTODESK INC,ADSK,052769106
001878,BBB,28/02/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/03/2015,AUTODESK INC,ADSK,052769106
001878,BBB,30/04/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/05/2015,AUTODESK INC,ADSK,052769106
001878,BBB,30/06/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/07/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/08/2015,AUTODESK INC,ADSK,052769106
001878,BBB,30/09/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/10/2015,AUTODESK INC,ADSK,052769106
001878,BBB,30/11/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/12/2015,AUTODESK INC,ADSK,052769106
001878,BBB,31/01/2016,AUTODESK INC,ADSK,052769106
001878,BBB,29/02/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/03/2016,AUTODESK INC,ADSK,052769106
001878,BBB,30/04/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/05/2016,AUTODESK INC,ADSK,052769106
001878,BBB,30/06/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/07/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/08/2016,AUTODESK INC,ADSK,052769106
001878,BBB,30/09/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/10/2016,AUTODESK INC,ADSK,052769106
001878,BBB,30/11/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/12/2016,AUTODESK INC,ADSK,052769106
001878,BBB,31/01/2017,AUTODESK INC,ADSK,052769106
001891,AAA,31/01/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,28/02/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/03/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/04/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/05/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/06/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/07/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/08/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/09/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/10/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/11/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/12/2010,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/01/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,28/02/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/03/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/04/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/05/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/06/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/07/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/08/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/09/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/10/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/11/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/12/2011,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/01/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,29/02/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/03/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/04/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/05/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/06/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/07/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/08/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/09/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/10/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/11/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/12/2012,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/01/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,28/02/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/03/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/04/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/05/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/06/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/07/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/08/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/09/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/10/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,30/11/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/12/2013,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/01/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,28/02/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AAA,31/03/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/04/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/05/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/06/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/07/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/08/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/09/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/10/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/11/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/12/2014,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/01/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,28/02/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/03/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/04/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/05/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/06/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/07/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/08/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/09/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/10/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/11/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/12/2015,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/01/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,29/02/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/03/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/04/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/05/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/06/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/07/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/08/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/09/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/10/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,30/11/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/12/2016,AUTOMATIC DATA PROCESSING,ADP,053015103
001891,AA,31/01/2017,AUTOMATIC DATA PROCESSING,ADP,053015103
001913,BBB,31/01/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,28/02/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2010,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,28/02/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2011,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,29/02/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2012,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,28/02/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2013,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,28/02/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2014,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,28/02/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2015,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,29/02/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/03/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/04/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/05/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/06/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/07/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/08/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/09/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/10/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,30/11/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/12/2016,AVERY DENNISON CORP,AVY,053611109
001913,BBB,31/01/2017,AVERY DENNISON CORP,AVY,053611109
001988,BB+,31/01/2010,BALL CORP,BLL,058498106
001988,BB+,28/02/2010,BALL CORP,BLL,058498106
001988,BB+,31/03/2010,BALL CORP,BLL,058498106
001988,BB+,30/04/2010,BALL CORP,BLL,058498106
001988,BB+,31/05/2010,BALL CORP,BLL,058498106
001988,BB+,30/06/2010,BALL CORP,BLL,058498106
001988,BB+,31/07/2010,BALL CORP,BLL,058498106
001988,BB+,31/08/2010,BALL CORP,BLL,058498106
001988,BB+,30/09/2010,BALL CORP,BLL,058498106
001988,BB+,31/10/2010,BALL CORP,BLL,058498106
001988,BB+,30/11/2010,BALL CORP,BLL,058498106
001988,BB+,31/12/2010,BALL CORP,BLL,058498106
001988,BB+,31/01/2011,BALL CORP,BLL,058498106
001988,BB+,28/02/2011,BALL CORP,BLL,058498106
001988,BB+,31/03/2011,BALL CORP,BLL,058498106
001988,BB+,30/04/2011,BALL CORP,BLL,058498106
001988,BB+,31/05/2011,BALL CORP,BLL,058498106
001988,BB+,30/06/2011,BALL CORP,BLL,058498106
001988,BB+,31/07/2011,BALL CORP,BLL,058498106
001988,BB+,31/08/2011,BALL CORP,BLL,058498106
001988,BB+,30/09/2011,BALL CORP,BLL,058498106
001988,BB+,31/10/2011,BALL CORP,BLL,058498106
001988,BB+,30/11/2011,BALL CORP,BLL,058498106
001988,BB+,31/12/2011,BALL CORP,BLL,058498106
001988,BB+,31/01/2012,BALL CORP,BLL,058498106
001988,BB+,29/02/2012,BALL CORP,BLL,058498106
001988,BB+,31/03/2012,BALL CORP,BLL,058498106
001988,BB+,30/04/2012,BALL CORP,BLL,058498106
001988,BB+,31/05/2012,BALL CORP,BLL,058498106
001988,BB+,30/06/2012,BALL CORP,BLL,058498106
001988,BB+,31/07/2012,BALL CORP,BLL,058498106
001988,BB+,31/08/2012,BALL CORP,BLL,058498106
001988,BB+,30/09/2012,BALL CORP,BLL,058498106
001988,BB+,31/10/2012,BALL CORP,BLL,058498106
001988,BB+,30/11/2012,BALL CORP,BLL,058498106
001988,BB+,31/12/2012,BALL CORP,BLL,058498106
001988,BB+,31/01/2013,BALL CORP,BLL,058498106
001988,BB+,28/02/2013,BALL CORP,BLL,058498106
001988,BB+,31/03/2013,BALL CORP,BLL,058498106
001988,BB+,30/04/2013,BALL CORP,BLL,058498106
001988,BB+,31/05/2013,BALL CORP,BLL,058498106
001988,BB+,30/06/2013,BALL CORP,BLL,058498106
001988,BB+,31/07/2013,BALL CORP,BLL,058498106
001988,BB+,31/08/2013,BALL CORP,BLL,058498106
001988,BB+,30/09/2013,BALL CORP,BLL,058498106
001988,BB+,31/10/2013,BALL CORP,BLL,058498106
001988,BB+,30/11/2013,BALL CORP,BLL,058498106
001988,BB+,31/12/2013,BALL CORP,BLL,058498106
001988,BB+,31/01/2014,BALL CORP,BLL,058498106
001988,BB+,28/02/2014,BALL CORP,BLL,058498106
001988,BB+,31/03/2014,BALL CORP,BLL,058498106
001988,BB+,30/04/2014,BALL CORP,BLL,058498106
001988,BB+,31/05/2014,BALL CORP,BLL,058498106
001988,BB+,30/06/2014,BALL CORP,BLL,058498106
001988,BB+,31/07/2014,BALL CORP,BLL,058498106
001988,BB+,31/08/2014,BALL CORP,BLL,058498106
001988,BB+,30/09/2014,BALL CORP,BLL,058498106
001988,BB+,31/10/2014,BALL CORP,BLL,058498106
001988,BB+,30/11/2014,BALL CORP,BLL,058498106
001988,BB+,31/12/2014,BALL CORP,BLL,058498106
001988,BB+,31/01/2015,BALL CORP,BLL,058498106
001988,BB+,28/02/2015,BALL CORP,BLL,058498106
001988,BB+,31/03/2015,BALL CORP,BLL,058498106
001988,BB+,30/04/2015,BALL CORP,BLL,058498106
001988,BB+,31/05/2015,BALL CORP,BLL,058498106
001988,BB+,30/06/2015,BALL CORP,BLL,058498106
001988,BB+,31/07/2015,BALL CORP,BLL,058498106
001988,BB+,31/08/2015,BALL CORP,BLL,058498106
001988,BB+,30/09/2015,BALL CORP,BLL,058498106
001988,BB+,31/10/2015,BALL CORP,BLL,058498106
001988,BB+,30/11/2015,BALL CORP,BLL,058498106
001988,BB+,31/12/2015,BALL CORP,BLL,058498106
001988,BB+,31/01/2016,BALL CORP,BLL,058498106
001988,BB+,29/02/2016,BALL CORP,BLL,058498106
001988,BB+,31/03/2016,BALL CORP,BLL,058498106
